producer;location;contact_info;link;address;latitude;longitude
Pieter Ferreira Wines;Franschhoek;082 909 1116;http://www.pieterferreira.co.za;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Pilgrim Wines;Stellenbosch;084 552 0290;http://www.pilgrimwines.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Pink Valley Wines;Helderberg;021 855 3744;http://www.pinkvalleywines.com;35, Pink Valley Road, Helderberg, South Africa;42,6511341;-73,7936672
Place in the Sun;Stellenbosch;084 552 0290;http://www.placeinthesun.co.za;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Plaisir Wine Estate;Franschhoek;021 488 9977;http://www.plaisir.co.za;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Plettenvale Wines;Plettenberg Bay;082 322 0765;http://www.plettenvalewines.co.za;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-34,052778;23,369444
Pongracz;Stellenbosch;021 865 8200;http://www.pongracz.co.za;10, Pongracz Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Porseleinberg;Swartland;079 884 2309;http://www.porseleinberg.com;5, Porseleinberg Road, Swartland, South Africa;59,07070115;-3,267107947
Porterville Cellars;Worcester;023 230 1001;http://www.tulbaghwine.co.za;8, Porterville Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
Post House Vineyards;Stellenbosch;021 842 2409;http://www.posthousewines.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Priam Vineyards;Cape Town;076 464 5371;http://www.priamvineyards.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,9288301;18,4172197
Pulpit Rock Winery;Swartland;022 461 2025;http://www.pulpitrock.co.za;15, Pulpit Rock Road, Swartland, South Africa;59,07070115;-3,267107947
Quando;Robertson;023 616 2752;http://www.quando.co.za;5, Quando Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Quoin Rock;Stellenbosch;021 888 4740;http://www.quoinrock.co.za;15, Quoin Rock Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Raats Family Wines;Stellenbosch;021 881 3078;http://www.raats.co.za;20, Raats Family Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Radford Dale Wines;Helderberg;021 855 5528;http://www.radforddale.com;5, Radford Dale Road, Helderberg, 7130, South Africa;42,6511341;-73,7936672
Rainbow's End;Stellenbosch;021 885 1719;http://www.rainbowsend.co.za;10, Rainbow's End Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Raka Wines;Overberg;028 341 0676;http://www.rakawine.co.za;5, Raka Road, Overberg, South Africa;52,0390484;5,4964645
Rascallion Wines;Stellenbosch;078 886 2246;http://www.rascallionwines.co.za;8, Rascallion Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Rebel Rebel Wines;Stellenbosch;;http://www.rebelrebelwine.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Remhoogte;Stellenbosch;021 889 5005;http://www.remhoogte.co.za;10, Remhoogte Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Renosterveld Wines;Worcester;;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
Restless River Wines;Overberg;082 650 3544;http://www.restlessriver.com;15, Restless River Road, Overberg, South Africa;52,0390484;5,4964645
Reyneke Wines;Stellenbosch;021 881 3451;http://www.reynekewines.co.za;20, Reyneke Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Rhebokskloof Wine Estate;Paarl;021 869 8386;http://www.rhebokskloof.co.za;15, Rhebokskloof Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Richard Hilton Vineyards;Helderberg;021 855 5244;http://www.hiltonvineyards.co.za;10, Richard Hilton Road, Helderberg, South Africa;42,6511341;-73,7936672
Richard Kershaw Wines;Elgin;021 200 2589;http://www.richardkershawwines.co.za;10, Richard Kershaw Road, Elgin, South Africa;42,03726;-88,2810994
Rickety Bridge Estate;Franschhoek;021 876 2129;http://www.ricketybridge.com;10, Rickety Bridge Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Ridgeback Wines;Paarl;021 869 8068;http://www.ridgebackwines.co.za;15, Ridgeback Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Riebeek Valley Wine Co.;Swartland;022 448 1213;http://www.riebeekvalleywineco.com;10, Riebeek Valley Road, Swartland, South Africa;59,07070115;-3,267107947
Rietvallei Wine Estate;Robertson;023 626 3596;http://www.rietvallei.co.za;10, Rietvallei Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Rijks Wine Estate and Hotel;Tulbagh;023 230 1622;http://www.rijks.co.za;10, Rijks Road, Tulbagh, 6820, South Africa;-33,285059;19,140667
Rivendell Boutique Wine Estate;Overberg;028 284 9185;http://www.rivendell-estate.co.za;10, Rivendell Road, Overberg, South Africa;52,0390484;5,4964645
RiverGold Wine Estate;Robertson;023 616 2181;http://www.rivergold.co.za;5, RiverGold Wine Estate Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Robertson Winery;Robertson;023 626 3059;http://www.robertsonwinery.co.za;10, Robertson Winery Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Rogge Cloof;Klein Karoo;083 277 8298;http://www.roggecloof.com;20, Rogge Cloof Road, Klein Karoo, South Africa;-33,5807432;22,1976413
Roodeberg;Paarl;021 807 3911;http://www.roodeberg.com;15, Roodeberg Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Roodekrantz Wines;Paarl;082 574 9105;http://www.roodekrantzwines.co.za;25, Roodekrantz Wines Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Roodezandt Wines;Robertson;023 626 1160;http://www.roodezandt.co.za;30, Roodezandt Wines Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Rooiberg Winery;Robertson;023 626 1663;http://www.rooiberg.co.za;35, Rooiberg Winery Road, Robertson, 6705, South Africa;31,0339058;-96,5079742
Rosendal Winery;Durbanville;083 641 6994;http://;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,8402778;18,6494444
Rudera Wines;Stellenbosch;083 287 6364;http://www.rudera.co.za;40, Rudera Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Ruitersvlei;Paarl;079 345 7984;http://www.ruitersvlei.co.za;45, Ruitersvlei Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Rupert & Rothschild Vignerons;Franschhoek;021 874 1648;http://www.rupert-rothschildvignerons.com;50, Rupert & Rothschild Vignerons Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Rust en Vrede Wine Estate;Stellenbosch;021 881 3881;http://www.rustenvrede.com;5, Rust en Vrede Wine Estate Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Rustenberg Wines;Stellenbosch;021 809 1200;http://www.rustenberg.co.za;10, Rustenberg Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Sadie Family Wines;Swartland;+27 (0)22 125 0085;http://www.thesadiefamily.com;15, Naauwhoek Road, Paarl, 7646, South Africa;59,07070115;-3,267107947
Saga Vineyards;Stellenbosch;;http://www.sagavineyards.co.za;15, Saga Vineyards Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Sakkie Mouton Family Wines;West Coast;;http://www.smfw.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-42,5638896;171,452334
Saltare Wines;Stellenbosch;021 883 9568;http://www.saltarewines.co.za;20, Saltare Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Sarah's Creek Wines;Cape Town;021 300 1731;http://www.sarahscreek.co.za;25, Sarah's Creek Wines Road, Cape Town, 8000, South Africa;-33,9288301;18,4172197
Saronsberg Cellar;Tulbagh;023 230 0707;http://www.saronsberg.com;30, Saronsberg Cellar Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Saurwein Wines;Overberg;076 228 3116;http://www.saurwein.co.za;35, Saurwein Wines Road, Overberg, South Africa;52,0390484;5,4964645
Savage Wines;Cape Town;021 447 3022;http://www.savagewines.com;40, Savage Wines Road, Cape Town, 8000, South Africa;-33,9288301;18,4172197
Savanha;Stellenbosch;021 881 8400;http://www.savanhawines.dk;45, Savanha Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Saxenburg Wine Farm;Stellenbosch;021 903 6113;http://www.saxenburg.co.za;50, Saxenburg Wine Farm Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Scali Wines;Paarl;021 869 8340;http://www.scaliwines.wordpress.com;55, Scali Wines Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Schalk Burger & Sons;Wellington;021 873 1877;http://www.schalkburgerandsons.co.za;60, Schalk Burger & Sons Road, Wellington, 7654, South Africa;-41,2887953;174,7772114
Schalkenbosch Estate;Tulbagh;023 230 0654;http://www.schalkenbosch.co.za;65, Schalkenbosch Estate Road, Tulbagh, 6830, South Africa;-33,285059;19,140667
Schoone Gevel;Franschhoek;021 876 8002;http://www.schoonegevelwine.co.za;70, Schoone Gevel Road, Franschhoek, 7690, South Africa;-33,909167;19,119444
Schultz Family Wines;Stellenbosch;082 928 1841;http://www.rudischultz.co.za;75, Schultz Family Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Scions of Sinai Wines;Helderberg;082 772 8657;http://;80, Scions of Sinai Wines Road, Helderberg, 7600, South Africa;42,6511341;-73,7936672
Sedgwicks Old Brown Sherry;Stellenbosch;021 809 7000;http://www.sedgwicksoldbrown.com;20, Rogge Cloof Road, Klein Karoo, South Africa;-33,934444;18,869167
Ses'fikile;Cape Town;083 431 0254;http://sesifikile.co.za;15, Roodeberg Road, Paarl, 7624, South Africa;-33,9288301;18,4172197
Seven Oaks;Breedekloof;083 639 0405;http://www.sevenoaks.co.za;25, Roodekrantz Wines Road, Paarl, 7624, South Africa;-41,2887953;174,7772114
Seven Sisters Vineyards;Stellenbosch;021 879 1996;http://www.sevensisters.co.za;30, Roodezandt Wines Road, Robertson, 6705, South Africa;-33,934444;18,869167
Seven Springs Vineyard;Overberg;028 316 4994;http://www.7springs.co.za;35, Rooiberg Winery Road, Robertson, 6705, South Africa;52,0390484;5,4964645
Shannon Vineyards & Wines;Elgin;021 859 2491;http://www.shannonwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,03726;-88,2810994
Signal Gun;Durbanville;021 976 0770;http://www.signalgun.com;40, Rudera Wines Road, Stellenbosch, 7600, South Africa;-33,8402778;18,6494444
Signal Hill Wines;Cape Town;021 422 5206;http://www.winery.co.za;45, Ruitersvlei Road, Paarl, 7624, South Africa;-33,9288301;18,4172197
Sijnn;Overberg;021 880 1398;http://www.sijnn.co.za;50, Rupert & Rothschild Vignerons Road, Franschhoek, 7690, South Africa;52,0390484;5,4964645
Silkbush Mountain Vineyards;Breedekloof;083 629 1735;http://www.silkbush.com;5, Rust en Vrede Wine Estate Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
Silvermist Vineyards;Cape Town;021 110 5420;http://www.silvermistestate.co.za;10, Rustenberg Wines Road, Stellenbosch, 7600, South Africa;-33,9288301;18,4172197
Simelia Wine Estate;Wellington;072 3368 036;http://www.simelia.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Simonsig Family Vineyards;Stellenbosch;021 888 4900;http://www.simonsig.co.za;15, Saga Vineyards Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Simonsvlei Winery;Paarl;021 863 3040;http://www.simonsvlei.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Sir Lambert Wines;West Coast;021 976 3361;http://www.sirlambert.co.za;20, Saltare Wines Road, Stellenbosch, 7600, South Africa;-42,5638896;171,452334
Siwela Wines;Gauteng;060 529 1486;http://www.siwelawines.co.za;25, Sarah's Creek Wines Road, Cape Town, 8000, South Africa;-25,9363439;28,0813105
Skaap Wines;Helderberg;021 858 1982;http://www.skaapwines.com;30, Saronsberg Cellar Road, Tulbagh, 6830, South Africa;42,6511341;-73,7936672
Sketch Cru Wines;Worcester;;http://www.sketchcru.com;35, Saurwein Wines Road, Overberg, South Africa;42,2625621;-71,8018877
Skilpadvlei;Stellenbosch;021 881 3237;http://www.skilpadvlei.co.za;40, Savage Wines Road, Cape Town, 8000, South Africa;-33,934444;18,869167
Slaley Wines;Stellenbosch;021 865 2123;http://www.slaley.co.za;45, Savanha Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Slanghoek Cellar;Breedekloof;023 344 3026;http://www.slanghoek.co.za;50, Saxenburg Wine Farm Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
Snow Mountain Wines;Paarl;082 829 1189;http://www.snowmountainwines.co.za;55, Scali Wines Road, Paarl, 7624, South Africa;-33,7310282;18,9642117
Solms-Delta Wine Estate;Franschhoek;021 874 3937;http://www.solms-delta.co.za;60, Schalk Burger & Sons Road, Wellington, 7654, South Africa;-33,909167;19,119444
Somerbosch Wines;Stellenbosch;021 855 3615;http://www.somerbosch.co.za;65, Schalkenbosch Estate Road, Tulbagh, 6830, South Africa;-33,934444;18,869167
Son of the Soil Wines;Worcester;082 789 6332;http://www.sosfoundation.org.za;8, Denneboom Road, Paarl, 7646, South Africa;42,2625621;-71,8018877
South Hill Vineyards;Elgin;021 844 0888;http://southhill.co.za;9, Deux Frères Road, Stellenbosch, 7600, South Africa;42,03726;-88,2810994
Southern Right;Overberg;028 312 3595;http://www.southernright.co.za;17, Devon Rocks Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
Spice Route Winery;Paarl;021 200 5984;http://www.spiceroutewines.co.za;10, Devonvale Golf Estate, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Spider Pig Wines;Cape Town;076 011 0753;http://www.spiderpigwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,9288301;18,4172197
Spier Wine Farm;Stellenbosch;021 809 1100;http://www.spier.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Spioenkop Wines;Elgin;072 440 2944;http://www.spioenkopwines.co.za;12, Diemersdal Road, Durbanville, 7550, South Africa;42,03726;-88,2810994
Spookfontein;Overberg;028 125 0128;http://www.spookfontein.co.za;12, Diemersfontein Road, Wellington, 7654, South Africa;52,0390484;5,4964645
Spotswood Wines;Stellenbosch;083 395 5566;http://www.spotswoodwines.co.za;1, Dieu Donné Road, Franschhoek, 7690, South Africa;-33,934444;18,869167
Springfield Estate;Robertson;023 626 3661;http://www.springfieldestate.com;12, Domaine Brahms Road, Paarl, 7620, South Africa;31,0339058;-96,5079742
Springfontein Wine Estate;Overberg;028 341 0651;http://www.springfontein.co.za;15, Domaine des Dieux Road, Overberg, South Africa;52,0390484;5,4964645
Stanford Hills Estate;Overberg;072 639 6135;http://www.stanfordhills.co.za;12, Doornkraal Road, Klein Karoo, South Africa;52,0390484;5,4964645
Stark-Conde Wines;Stellenbosch;021 861 7703;http://www.stark-conde.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Steenberg Vineyards;Cape Town;021 713 2211;http://www.steenbergfarm.com;12, Doolhof Road, Wellington, 7654, South Africa;-33,9288301;18,4172197
Stellar Winery;West Coast;027 216 1310;http://www.stellarorganics.co.za;12, Doran Vineyards Road, Paarl, 7646, South Africa;-42,5638896;171,452334
Stellekaya Winery;Stellenbosch;082 894 4764;http://www.stellekaya.com;12, Dornier Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Stellenberg Wines;Stellenbosch;021 855 0631;http://www.stellenbergwines.co.za;15, Dorrance Road, Cape Town, 8001, South Africa;-33,934444;18,869167
Stellenbosch Hills Wines;Stellenbosch;021 881 3828;http://www.stellenbosch-hills.co.za;12, Douglas Green Road, Wellington, 7654, South Africa;-33,934444;18,869167
Stellenbosch Reserve;Stellenbosch;072 480 0073;http://www.thestellenboschreserve.com;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-33,934444;18,869167
Stellenbosch Vineyards;Stellenbosch;021 881 3870;http://www.stellenboschvineyards.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Stellenrust Wine Estate;Stellenbosch;021 880 2283;http://www.stellenrust.co.za;35, Pink Valley Road, Helderberg, South Africa;-33,934444;18,869167
Stellenview;Stellenbosch;087 152 0997;http://www.stellenviewwines.com;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Stellenzicht Vineyards;Stellenbosch;021 569 0362;http://www.stellenzicht.com;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;-33,934444;18,869167
Sterhuis;Stellenbosch;083 411 0757;http://www.sterhuis.co.za/about.html;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;-33,934444;18,869167
Stettyn Family Vineyards;Worcester;023 340 4220;http://www.stettyncellar.co.za;10, Pongracz Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
Stonewall Wines;Stellenbosch;021 855 3675;http://www.stonewallwines.co.za;5, Porseleinberg Road, Swartland, South Africa;-33,934444;18,869167
Stony Brook Vineyards;Franschhoek;021 876 2182;http://www.stonybrook.co.za;8, Porterville Road, Worcester, 6849, South Africa;-33,909167;19,119444
Storm Wines;Overberg;028 125 0073;http://www.stormwines.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
Stormhoek Wines;Stellenbosch;021 865 8100;http://www.originwine.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Strandveld Vineyards;Overberg;028 482 1902;http://www.strandveld.co.za;15, Pulpit Rock Road, Swartland, South Africa;52,0390484;5,4964645
Strydom Family Wines;Stellenbosch;021 889 8553;http://www.strydomvineyards.com;5, Quando Road, Robertson, 6705, South Africa;-33,934444;18,869167
Sumsare Family Wines;Robertson;023 626 2152;http://www.sumsarewines.co.za;15, Quoin Rock Road, Stellenbosch, 7600, South Africa;31,0339058;-96,5079742
Super Single Vineyards;Stellenbosch;072 730 9811;http://www.supersinglevineyards.co.za;20, Raats Family Wines Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Swallow Hill Organic Vineyard and Winery;Overberg;082 423 9634;http://www.swallowhill.co.za;5, Radford Dale Road, Helderberg, 7130, South Africa;52,0390484;5,4964645
Swartland Winery;Swartland;022 482 1134;http://www.swwines.co.za;10, Rainbow's End Road, Stellenbosch, 7600, South Africa;59,07070115;-3,267107947
Swerwer Wines;Swartland;072 461 4249;http://www.swerwerwines.com;5, Raka Road, Overberg, South Africa;59,07070115;-3,267107947
Sylvanvale Vineyards;Stellenbosch;021 865 2012;http://www.sylvanvale.com;8, Rascallion Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Taaibosch Wines;Helderberg;021 855 3744;http://www.taaiboschwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;42,6511341;-73,7936672
Table Mountain;Stellenbosch;021 809 7000;http://;10, Remhoogte Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Taillard Family Wines;Paarl;021 869 8384;http://www.taillardwines.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Tall Horse;Wellington;021 864 5300;http://www.tallhorsewines.com;15, Restless River Road, Overberg, South Africa;-41,2887953;174,7772114
Tanagra Private Cellar;Robertson;023 625 1780;http://www.tanagra-wines.co.za;20, Reyneke Road, Stellenbosch, 7600, South Africa;31,0339058;-96,5079742
Teddy Hall Wines;Cape Town;083 461 8111;http://www.teddyhallwines.com;15, Rhebokskloof Road, Paarl, 7624, South Africa;-33,9288301;18,4172197
Telluric Wine;Plettenberg Bay;082 803 0529;http://;10, Richard Hilton Road, Helderberg, South Africa;-34,052778;23,369444
Tembela Wines;Worcester;082 403 1542;http://www.instagram.com/tembelawines;10, Richard Kershaw Road, Elgin, South Africa;42,2625621;-71,8018877
Tempel Wines;Paarl;079 833 9617;http://www.tempelwines.co.za;5, Pieter Ferreira Road, Franschhoek, 7690, South Africa;-33,7310282;18,9642117
Terra.Loci. Wines;Worcester;;http://www.terraloci.co.za;30, Pilgrim Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
Terre Paisible;Franschhoek;021 867 0412;http://www.terrepaisible.com;35, Pink Valley Road, Helderberg, South Africa;-33,909167;19,119444
Tesselaarsdal Wines;Overberg;073 322 9499;http://www.tesselaarsdalwines.co.za;40, Place in the Sun Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
Teubes Family Wines;Olifants River;027 213 2377;http://www.teubeswines.com;45, Plaisir Wine Estate Road, Franschhoek, 7690, South Africa;-24,4767789;30,4737671
Thamnus Wines;Overberg;076 632 8002;http://www.thamnuswines.co.za;50, Plettenvale Road, Plettenberg Bay, 6600, South Africa;52,0390484;5,4964645
Thandi Wines;Stellenbosch;021 881 3290;http://www.thandiwines.com;10, Pongracz Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
That Wine Demesne;Plettenberg Bay;082 578 1939;http://www.thatwine.co.za;5, Porseleinberg Road, Swartland, South Africa;-34,052778;23,369444
The 4 Paws Wine Company Pty Ltd. - CLOSED;Stellenbosch;082 531 6217;http://www.fourpawswines.com;8, Porterville Road, Worcester, 6849, South Africa;-33,934444;18,869167
The Blacksmith Wines;Worcester;;http://www.theblacksmithwines.co.za;12, Post House Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
The Drift Estate;Overberg;021 180 3668;http://www.thedrift.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;52,0390484;5,4964645
The Earth Beneath Our Feet;Stellenbosch;082 531 6217;http://www.theearthbeneathourfeet.com;15, Pulpit Rock Road, Swartland, South Africa;-33,934444;18,869167
The Foundry;Stellenbosch;082 577-0491;http://www.thefoundry.co.za;5, Quando Road, Robertson, 6705, South Africa;-33,934444;18,869167
The Giant Periwinkle;Overberg;076 089 9897;http://www.giantperiwinkle.co.za;15, Quoin Rock Road, Stellenbosch, 7600, South Africa;52,0390484;5,4964645
The Goose Wines;Garden Route;084 907 1838;http://www.goosewines.com;20, Raats Family Wines Road, Stellenbosch, 7600, South Africa;-33,937034;23,84231689
The Grape Grinder;Paarl;021 863 3943;http://www.grapegrinder.com;5, Radford Dale Road, Helderberg, 7130, South Africa;-33,7310282;18,9642117
The Happy Collection;Worcester;084 489 9213;http://www.thehappycollection.co.za;10, Rainbow's End Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
The High Road Winery;Stellenbosch;021 886 4288;http://www.thehighroad.co.za;5, Raka Road, Overberg, South Africa;-33,934444;18,869167
The Hills Wine;Stellenbosch;021 865 2939;http://www.thehillswine.com;8, Rascallion Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
The Mentors;Paarl;021 807 3911;http://www.kwv.co.za/our-company/our-brands/the-mentors/;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
The Native Wines;Worcester;082 924 1466;http://www.thenativewines.com;10, Remhoogte Road, Stellenbosch, 7600, South Africa;42,2625621;-71,8018877
The Winery of Good Hope;Stellenbosch;021 855 5528;http://www.thewineryofgoodhope.com;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Thelema Mountain Vineyards;Stellenbosch;021 885 1924;http://www.thelema.co.za;15, Restless River Road, Overberg, South Africa;-33,934444;18,869167
Thembi Wines;Cape Town;083 277 5117;http://www.thembiwines.co.za;20, Reyneke Road, Stellenbosch, 7600, South Africa;-33,9288301;18,4172197
Theuniskraal Estate;Tulbagh;023 230 0687;http://www.theuniskraal.co.za;15, Rhebokskloof Road, Paarl, 7624, South Africa;-33,285059;19,140667
Thiart Wines;Worcester;083 485 6431;http://www.thiartwines.co.za;10, Richard Hilton Road, Helderberg, South Africa;42,2625621;-71,8018877
Thor Vintners;Durbanville;;http://www.thorvintners.com;10, Richard Kershaw Road, Elgin, South Africa;-33,8402778;18,6494444
Thorne & Daughters;Elgin;076 036 7116;http://www.thorneanddaughters.com;20, Elgin Valley, Elgin, 7180, South Africa;42,03726;-88,2810994
Thorngrove Wines;Swartland;083 297 3841;http://www.thorngrovewines.co.za;16, Main Road, Stellenbosch, 7600, South Africa;59,07070115;-3,267107947
Three Quarters Wines;Stellenbosch;072 182 1139;http://www.threequarters.co.za;19, R45 Road, Franschhoek, 7690, South Africa;-33,934444;18,869167
Thunderchild;Robertson;023 626 3661;http://www.herberg.co.za;12, Long Street, Robertson, 6705, South Africa;31,0339058;-96,5079742
Tierhoek;Olifants River;021 674 3041;http://www.tierhoek.com;25, Roodezand Road, Breedekloof, South Africa;-24,4767789;30,4737671
Tim Hillock Wines;Swartland;;http://www.timhillock.com;1, Lagoon Road, Overberg, South Africa;59,07070115;-3,267107947
TOKARA Wines | Olive Oil;Stellenbosch;021 808 5900;http://www.tokara.com;16, Bergkelder Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Topiary Wines;Franschhoek;021 867 0258;http://www.topiarywines.co.za;10, Voortrekker Road, Worcester, 6849, South Africa;-33,909167;19,119444
Trizanne Signature Wines;Swartland;082 3836 664;http://www.trizanne.co.za;5, Bergwater Road, Klein Karoo, South Africa;59,07070115;-3,267107947
Truter Family Wines;Wellington;083 639 6288;http://www.truterfamilywines.co.za;15, Bergvliet Road, Stellenbosch, 7600, South Africa;-41,2887953;174,7772114
TTT Cellars;Klein Karoo;082 491 0529;http://www.tttcellars.co.za;9, Houwhoek Road, Worcester, 6849, South Africa;-33,5807432;22,1976413
Tulbagh Winery;Tulbagh;023 230 1001;http://www.tulbaghwine.co.za;35, Koelenhof Road, Stellenbosch, 7600, South Africa;-33,285059;19,140667
Two Oceans Wines;Stellenbosch;021 809 7000;http://www.twooceanswines.com;12, Plettenberg Bay Road, Plettenberg Bay, 6600, South Africa;-33,934444;18,869167
Uitkyk Estate;Stellenbosch;021 001 0340;http://www.uitkyk.co.za;15, Helderberg Road, Somerset West, 7130, South Africa;-33,934444;18,869167
uLutsha Wines by PYDA Graduates;Stellenbosch;061 295 8831;http://www.pyda.co.za;15, Blaauwklippen Road, Stellenbosch, 7600, South Africa;-33,934444;18,869167
Uncanny Wines;Stellenbosch;082 396 6188;http://www.uncanny.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,934444;18,869167
Under Oaks Private Cellar;Paarl;021 869 8535;http://www.underoaks.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-33,7310282;18,9642117
Upland Organic Estate;Wellington;021 864 1184;http://www.organicwine.co.za;15, Naauwhoek Road, Paarl, 7646, South Africa;-41,2887953;174,7772114
Uva Mira Mountain Vineyards;Stellenbosch;021 880 1683;http://www.uvamira.co.za;20, Elgin Valley, Elgin, 7180, South Africa;-33,934444;18,869167
Val de Vie Estate;Paarl;021 876 8847;http://www.valdevie.co.za;16, Main Road, Stellenbosch, 7600, South Africa;-33,7310282;18,9642117
Val di Terra;Worcester;010 025 8133;http://www.valditerra.co.za;19, R45 Road, Franschhoek, 7690, South Africa;42,2625621;-71,8018877
Val du Charron Wine & Leisure Estate;Wellington;021 873 1256;http://www.vdcwines.com;12, Long Street, Robertson, 6705, South Africa;-41,2887953;174,7772114
Van Biljon Wines;Worcester;021 882 8445;http://www.vanbiljon.co.za;25, Roodezand Road, Breedekloof, South Africa;42,2625621;-71,8018877
Van Loggerenberg Wines;Paarl;082 093 8091;http://www.vanloggerenbergwines.co.za;1, Lagoon Road, Overberg, South Africa;-33,7310282;18,9642117
Van Loveren;Robertson;023 615 1505;http://www.vanloveren.co.za;16, Bergkelder Road, Stellenbosch, 7600, South Africa;31,0339058;-96,5079742
Van Niekerk Vintners;Worcester;073 259 0049;http://www.vnvintners.com;10, Voortrekker Road, Worcester, 6849, South Africa;42,2625621;-71,8018877
